"Serotype","Latitude","Longitude","Diagnosis.status","Animal.type","Species","Observation_date","Host_category"
"H5N1 LPAI",50.93841,11.310315,"Confirmed","Domestic","Duck",2013-11-13,"poultry"
"H5N1 LPAI",50.93841,11.310315,"Confirmed","Domestic","Goose",2013-11-13,"poultry"
"H5N1 LPAI",50.93841,11.310315,"Confirmed","Domestic","Turkey",2013-11-13,"poultry"
"H5N1 LPAI",50.93841,11.310315,"Confirmed","Domestic","Chicken",2013-11-13,"poultry"
"H5N1 LPAI",50.93841,11.310315,"Confirmed","Domestic","Guinea Fowl",2013-11-13,"poultry"
"H5N1 HPAI",0.720113,122.981696,"Confirmed","Domestic","Chicken",2013-11-13,"poultry"
"H5N1 HPAI",-3.299583,119.180169,"Confirmed","Domestic","Chicken",2013-11-11,"poultry"
"H5N1 HPAI",-7.397999,108.212226,"Confirmed","Domestic","Chicken",2013-11-07,"poultry"
"H5N3 LPAI",23.402341,121.343721,"Confirmed","Domestic","Duck",2013-11-04,"poultry"
"H5N1 HPAI",0.59184,101.03764,"Confirmed","Domestic","Chicken",2013-11-04,"poultry"
"H5N1 HPAI",0.405022,101.440153,"Confirmed","Domestic","Chicken",2013-11-04,"poultry"
"H5N2 LPAI",-34.34204,20.79566,"Confirmed","Domestic","Ostrich",2013-11-02,"poultry"
"H5N1 HPAI",0.456192,101.009111,"Confirmed","Domestic","Chicken",2013-11-01,"poultry"
"H9N2 LPAI",31.230416,121.473701,"Confirmed","Domestic","Chicken",2013-11-01,"poultry"
"H5N1 HPAI",-5.252373,105.1868,"Confirmed","Domestic","Chicken",2013-10-30,"poultry"
"H5N1 HPAI",-4.677991,104.98002,"Confirmed","Domestic","Chicken",2013-10-30,"poultry"
"H5N1 HPAI",0.456192,101.46929,"Confirmed","Domestic","Chicken",2013-10-30,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-29,"poultry"
"H5N1 HPAI",-5.345221,104.98002,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-28,"poultry"
"H5N1 HPAI",-5.124976,119.97359,"Confirmed","Domestic","Chicken",2013-10-25,"poultry"
"H9N2 LPAI",24.143979,90.406929,"Confirmed","Domestic","Duck",2013-10-25,"poultry"
"H7N9 LPAI",30.766,120.748,"Confirmed","Domestic","Chicken",2013-10-25,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N9 LPAI",30.866,120.096,"Confirmed","Domestic","Chicken",2013-10-24,"poultry"
"H7N2 HPAI",-34.2966,148.2913,"Confirmed","Domestic","Chicken",2013-10-22,"poultry"
"H5N1 HPAI",30.298,30.969,"Confirmed","Domestic","Chicken",2013-10-22,"poultry"
"H5N1 HPAI",-7.024962,107.88725,"Confirmed","Domestic","Chicken",2013-10-21,"poultry"
"H5N1 HPAI",-7.315353,108.25304,"Confirmed","Domestic","Chicken",2013-10-21,"poultry"
"H5N1 HPAI",-5.658562,105.1868,"Confirmed","Domestic","Chicken",2013-10-21,"poultry"
"H7N1 LPAI",-32.58722,25.245277,"Confirmed","Domestic","Ostrich",2013-10-20,"poultry"
"H7N1 LPAI",-32.61277,25.316388,"Confirmed","Domestic","Ostrich",2013-10-20,"poultry"
"H7N1 LPAI",-32.90083,25.91,"Confirmed","Domestic","Ostrich",2013-10-20,"poultry"
"H7N9 LPAI",30.002,120.581,"Confirmed","Domestic","Chicken",2013-10-20,"poultry"
"H5N1 HPAI",0.55706,101.96832,"Confirmed","Domestic","Chicken",2013-10-09,"poultry"
"H7N2 HPAI",-34.239235,148.216526,"Confirmed","Domestic","Chicken",2013-10-08,"poultry"
"H5N2 LPAI",23.401091,121.346827,"Confirmed","Domestic","Duck",2013-10-08,"poultry"
"H7N7 LPAI",-33.54361,22.47833,"Confirmed","Domestic","Ostrich",2013-10-08,"poultry"
"H5N2 LPAI",-34.37677,20.82722,"Confirmed","Domestic","Ostrich",2013-10-08,"poultry"
"H5N1 HPAI",20.886831,105.499062,"Confirmed","Domestic","Unspecified Bird",2013-10-07,"poultry"
"H5N1 HPAI",-7.369289,110.28207,"Confirmed","Domestic","Chicken",2013-10-07,"poultry"
"H5N1 HPAI",-6.317142,107.12992,"Confirmed","Domestic","Chicken",2013-10-05,"poultry"
"H9N2 LPAI",21.26657,107.17822,"Confirmed","Domestic","Muscovy Duck:cairina Moschata(Anatidae)",2013-10-04,"poultry"
"H5N1 HPAI",-7.153015,107.31751,"Confirmed","Domestic","Duck",2013-10-03,"poultry"
"H5N1 HPAI",-6.414547,107.31751,"Confirmed","Domestic","Chicken",2013-10-02,"poultry"
"H5N1 HPAI",0.456192,101.009111,"Confirmed","Domestic","Chicken",2013-10-02,"poultry"
"H5N2 LPAI",-33.87695,22.312884,"Confirmed","Domestic","Ostrich",2013-10-02,"poultry"
"H5N1 HPAI",1.487815,101.48346,"Confirmed","Domestic","Chicken",2013-10-01,"poultry"
"H5N2 LPAI",-34.225,20.87083,"Confirmed","Domestic","Ostrich",2013-10-01,"poultry"
"H5N1 HPAI",0.707978,101.580735,"Confirmed","Domestic","Chicken",2013-09-27,"poultry"
"H5N1 HPAI",-6.453173,108.183466,"Confirmed","Domestic","Chicken",2013-09-26,"poultry"
"H5N1 HPAI",30.031,31.189,"Confirmed","Domestic","Duck",2013-09-25,"poultry"
"H5N1 HPAI",28.981,29.257,"Confirmed","Domestic","Duck",2013-09-23,"poultry"
"H5N1 HPAI",-7.89565,110.385188,"Confirmed","Domestic","Chicken",2013-09-23,"poultry"
"H5N1 HPAI",-7.89565,110.385188,"Confirmed","Domestic","Chicken",2013-09-23,"poultry"
"H5N1 HPAI",-7.89565,110.385188,"Confirmed","Domestic","Duck",2013-09-23,"poultry"
"H5N1 HPAI",-7.89565,110.385188,"Confirmed","Domestic","Duck",2013-09-23,"poultry"
"H5N1 HPAI",-7.805,110.166,"Confirmed","Domestic","Chicken",2013-09-23,"poultry"
"H5N1 HPAI",-6.996,107.594,"Confirmed","Domestic","Chicken",2013-09-23,"poultry"
"H5N1 HPAI",-7.62,109.682,"Confirmed","Domestic","Chicken",2013-09-21,"poultry"
"H5N1 HPAI",0.707978,101.580735,"Confirmed","Domestic","Unspecified Bird",2013-09-20,"poultry"
"H5N1 HPAI",0.707978,101.580735,"Confirmed","Domestic","Chicken",2013-09-18,"poultry"
"H9N2 LPAI",38.037057,114.46866499999,"Confirmed","Wild","Goose",2013-09-18,"wild_bird"
"H5N1 HPAI",-7.746,110.691,"Confirmed","Domestic","Chicken",2013-09-17,"poultry"
"H5N1 HPAI",-6.203,107.13,"Confirmed","Domestic","Chicken",2013-09-16,"poultry"
"H5N1 HPAI",-6.203,107.13,"Confirmed","Domestic","Chicken",2013-09-16,"poultry"
"H5N1 HPAI",0.707978,101.580735,"Confirmed","Domestic","Chicken",2013-09-16,"poultry"
"H5N1 HPAI",-7.89565,110.385188,"Confirmed","Domestic","Chicken",2013-09-15,"poultry"
"H5N1 HPAI",27.769646,85.308409,"Confirmed","Domestic","Chicken",2013-09-14,"poultry"
"H5N1 HPAI",-7.89565,110.385188,"Confirmed","Domestic","Duck",2013-09-14,"poultry"
"H5N1 HPAI",27.476663,85.251878,"Confirmed","Domestic","Chicken",2013-09-14,"poultry"
"H5N2 LPAI",-34.10786,21.51975,"Confirmed","Domestic","Ostrich",2013-09-12,"poultry"
"H5N2 LPAI",23.402056,121.342492,"Confirmed","Domestic","Duck",2013-09-09,"poultry"
"H5N1 HPAI",5.4,95.324,"Confirmed","Domestic","Chicken",2013-09-09,"poultry"
"H5N1 HPAI",5.4,95.324,"Confirmed","Domestic","Chicken",2013-09-09,"poultry"
"H5N1 HPAI",-6.545917,105.796279,"Confirmed","Domestic","Duck",2013-09-06,"poultry"
"H9N2 LPAI",36.66853,117.020358999,"Confirmed","Wild","Mink",2013-09-05,"wild_mammal"
"H7N7 HPAI",44.880296,11.320428,"Confirmed","Domestic","Chicken",2013-09-04,"poultry"
"H7N7 HPAI",44.404626,11.80232,"Confirmed","Domestic","Chicken",2013-09-03,"poultry"
"H5N1 HPAI",-5.48,105.187,"Confirmed","Domestic","Chicken",2013-09-03,"poultry"
"H5N1 HPAI",-4.947,105.489,"Confirmed","Domestic","Chicken",2013-09-02,"poultry"
"H5N1 HPAI",0.707978,101.580735,"Confirmed","Domestic","Chicken",2013-09-01,"poultry"
"H7N7 HPAI",44.391003,11.79302,"Confirmed","Domestic","Chicken",2013-08-27,"poultry"
"H5N1 HPAI",27.7645,85.32583333,"Confirmed","Domestic","Chicken",2013-08-24,"poultry"
"H5N2 LPAI",-34.11322,21.52389,"Confirmed","Domestic","Ostrich",2013-08-22,"poultry"
"H7N7 HPAI",44.766494,11.833337,"Confirmed","Domestic","Chicken",2013-08-21,"poultry"
"H5N1 HPAI",27.625975,85.53181667,"Confirmed","Domestic","Chicken",2013-08-21,"poultry"
"H9N2 LPAI",30.274085,120.15507,"Confirmed","Domestic","Chicken",2013-08-21,"poultry"
"H7N7 HPAI",44.391003,11.79302,"Confirmed","Domestic","Chicken",2013-08-20,"poultry"
"H7N3 HPAI",21.3333,-101.95911,"Confirmed","Domestic","Unspecified Bird",2013-08-19,"poultry"
"H5N1 HPAI",28.48852,81.57411,"Confirmed","Domestic","Chicken",2013-08-19,"poultry"
"H5N1 HPAI",27.64203056,85.36724722,"Confirmed","Domestic","Chicken",2013-08-17,"poultry"
"H5N1 HPAI",27.73111944,85.40746389,"Confirmed","Domestic","Chicken",2013-08-15,"poultry"
"H5N1 HPAI",27.67862778,85.23556944,"Confirmed","Domestic","Chicken",2013-08-15,"poultry"
"H5N1 HPAI",27.41893889,85.0435,"Confirmed","Domestic","Chicken",2013-08-15,"poultry"
"H5N1 HPAI",27.69427778,85.45361111,"Confirmed","Domestic","Chicken",2013-08-14,"poultry"
"H7N3 HPAI",20.39999,-101.35222,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2013-08-12,"poultry"
"H7N7 HPAI",44.766494,11.833337,"Confirmed","Domestic","Chicken",2013-08-10,"poultry"
"H9N2 LPAI",36.66853,117.020358999,"Confirmed","Wild","Mink",2013-08-10,"wild_mammal"
"H5N1 HPAI",27.857184,85.407489,"Confirmed","Domestic","Chicken",2013-08-09,"poultry"
"H5N1 HPAI",27.857184,85.407489,"Confirmed","Domestic","Chicken",2013-08-08,"poultry"
"H5N1 HPAI",29.45,30.756,"Confirmed","Domestic","Chicken",2013-08-05,"poultry"
"H5N1 HPAI",27.367053,85.979912,"Confirmed","Domestic","Chicken",2013-08-05,"poultry"
"H5N1 HPAI",27.857184,85.407489,"Confirmed","Domestic","Chicken",2013-08-02,"poultry"
"H5N1 HPAI",27.857184,85.407489,"Confirmed","Domestic","Chicken",2013-08-02,"poultry"
"H5N1 HPAI",27.800378,83.560535,"Confirmed","Domestic","Chicken",2013-08-02,"poultry"
"H5N1 HPAI",13.11,103.44,"Confirmed","Domestic","Unspecified Bird",2013-08-01,"poultry"
"H7 LPAI",53.17,5.54,"Confirmed","Domestic","Unspecified Bird",2013-07-31,"poultry"
"H5N1 HPAI",21.11,81.16,"Confirmed","Domestic","Unspecified Bird",2013-07-30,"poultry"
"H5N1 HPAI",19.05,81.58,"Confirmed","Domestic","Unspecified Bird",2013-07-30,"poultry"
"H7N3 HPAI",21.2222,-102.38888,"Confirmed","Domestic","Unspecified Bird",2013-07-30,"poultry"
"H7 LPAI",-25.75579,28.324471,"Confirmed","Captive","Umbrella Cockatoo",2013-07-30,"captive_bird"
"H7 LPAI",-25.75579,28.324471,"Confirmed","Captive","Captive Cattle Egrets",2013-07-30,"captive_mammal"
"H7 LPAI",-25.75579,28.324471,"Confirmed","Captive","Eagle Owl (Bubo Bubo)",2013-07-30,"captive_bird"
"H7 LPAI",-25.75579,28.324471,"Confirmed","Captive","Unspecified Bird",2013-07-30,"captive_bird"
"H5N1 HPAI",27.857184,85.407489,"Confirmed","Domestic","Chicken",2013-07-29,"poultry"
"H5N1 HPAI",27.800378,83.560535,"Confirmed","Domestic","Chicken",2013-07-27,"poultry"
"H5N1 HPAI",27.857184,85.407489,"Confirmed","Domestic","Chicken",2013-07-26,"poultry"
"H5N1 HPAI",28.27877,83.9322,"Confirmed","Domestic","Unspecified Bird",2013-07-24,"poultry"
"H9N2 LPAI",36.66853,117.020358999,"Confirmed","Domestic","Chicken",2013-07-24,"poultry"
"H5N1 HPAI",28.25662,83.69844,"Confirmed","Domestic","Chicken",2013-07-23,"poultry"
"H5N1 HPAI",27.65886389,85.41961944,"Confirmed","Domestic","Chicken",2013-07-23,"poultry"
"H5N1 HPAI",27.703334,85.318056,"Confirmed","Domestic","Chicken",2013-07-23,"poultry"
"H5N2 LPAI",-33.63592,22.40563,"Confirmed","Domestic","Ostrich",2013-07-23,"poultry"
"H5N1 HPAI",27.68415,85.2507,"Confirmed","Domestic","Unspecified Bird",2013-07-23,"poultry"
"H5N1 HPAI",27.67634167,85.22977222,"Confirmed","Domestic","Unspecified Bird",2013-07-23,"poultry"
"H5N1 HPAI",27.73535278,85.13457778,"Confirmed","Domestic","Unspecified Bird",2013-07-22,"poultry"
"H5N1 HPAI",27.6757,84.53254,"Confirmed","Domestic","Unspecified Bird",2013-07-20,"poultry"
"H5N1 HPAI",27.66375278,85.25685278,"Confirmed","Domestic","Unspecified Bird",2013-07-19,"poultry"
"H5N1 HPAI",27.6938,85.2154,"Confirmed","Domestic","Unspecified Bird",2013-07-19,"poultry"
"H5N1 HPAI",27.70873,85.23105,"Confirmed","Domestic","Unspecified Bird",2013-07-17,"poultry"
"H5N1 HPAI",27.65473,85.34943,"Confirmed","Domestic","Unspecified Bird",2013-07-17,"poultry"
"H5N2 LPAI",-34.03572,21.64425,"Confirmed","Domestic","Ostrich",2013-07-16,"poultry"
"H5N1 HPAI",27.69479,85.29339,"Confirmed","Domestic","House Crow (Corvus Splendens)",2013-07-15,"poultry"
"H5N1 HPAI",27.72155,85.3439,"Confirmed","Domestic","Unspecified Bird",2013-07-13,"poultry"
"H7N9 LPAI",23.13,113.27,"Confirmed","Domestic","Chicken",2013-07-12,"poultry"
"H5N2 LPAI",-34.278,20.85445,"Confirmed","Domestic","Ostrich",2013-07-09,"poultry"
"H5N2 LPAI",-34.278,20.85445,"Confirmed","Domestic","Ostrich",2013-07-09,"poultry"
"H9N2 LPAI",24.14398,90.40693,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2013-07-08,"poultry"
"H9N2 LPAI",24.143979,90.406929,"Confirmed","Domestic","Chicken",2013-07-08,"poultry"
"H5N1 HPAI",27.66715,85.23709,"Confirmed","Domestic","Unspecified Bird",2013-07-05,"poultry"
"H5N1 HPAI",27.70591,85.21512,"Confirmed","Domestic","Unspecified Bird",2013-07-05,"poultry"
"H5N1 HPAI",27.70464,85.3832,"Confirmed","Domestic","Unspecified Bird",2013-07-04,"poultry"
"H5N1 HPAI",27.69297,85.36952,"Confirmed","Domestic","Unspecified Bird",2013-07-02,"poultry"
"H7N7 LPAI",-29.52392,24.89872,"Confirmed","Domestic","Ostrich",2013-07-01,"poultry"
"H5N1 HPAI",27.7029,85.27067,"Confirmed","Domestic","Unspecified Bird",2013-07-01,"poultry"
"H5N1 HPAI",27.7,85.29,"Confirmed","Domestic","Unspecified Bird",2013-07-01,"poultry"
"H9N2 LPAI",23.132191,113.266530999,"Confirmed","Domestic","Chicken",2013-07-01,"poultry"
"H5N1 HPAI",-7.993472,110.554742,"Confirmed","Domestic","Muscovy Duck:cairina Moschata(Anatidae)",2013-06-30,"poultry"
"H5N1 HPAI",-2.79059,101.35981,"Confirmed","Domestic","Chicken",2013-06-29,"poultry"
"H5N1 HPAI",-5.48004,105.1868,"Confirmed","Domestic","Chicken",2013-06-29,"poultry"
"H5N1 HPAI",-5.48004,105.1868,"Confirmed","Domestic","Chicken",2013-06-28,"poultry"
"H5N1 HPAI",-3.55217,102.10832,"Confirmed","Domestic","Chicken",2013-06-27,"poultry"
"H5N1 HPAI",-5.48004,105.1868,"Confirmed","Domestic","Chicken",2013-06-27,"poultry"
"H5N1 HPAI",-6.497093,107.734649,"Confirmed","Domestic","Duck",2013-06-26,"poultry"
"H5N1 HPAI",-6.97409,110.62699,"Confirmed","Domestic","Chicken",2013-06-26,"poultry"
"H5N1 HPAI",-4.809335,104.858956,"Confirmed","Domestic","Chicken",2013-06-26,"poultry"
"H5N1 HPAI",-7.71733,110.41127,"Confirmed","Domestic","Duck",2013-06-25,"poultry"
"H5N1 HPAI",-4.94654,105.48946,"Confirmed","Domestic","Chicken",2013-06-21,"poultry"
"H5N1 HPAI",-4.94654,105.48946,"Confirmed","Domestic","Chicken",2013-06-21,"poultry"
"H9N2 LPAI",36.66853,117.020358999,"Confirmed","Domestic","Chicken",2013-06-21,"poultry"
"H5N1 HPAI",29.967,31.25,"Confirmed","Domestic","Duck",2013-06-20,"poultry"
"H5N1 HPAI",29.967,31.25,"Confirmed","Domestic","Goose",2013-06-20,"poultry"
"H5N1 HPAI",29.967,31.25,"Confirmed","Domestic","Turkey",2013-06-20,"poultry"
"H5N1 HPAI",29.967,31.25,"Confirmed","Domestic","Chicken",2013-06-20,"poultry"
"H5N1 HPAI",29.967,31.25,"Confirmed","Domestic","Unspecified Bird",2013-06-20,"poultry"
"H5N1 HPAI",-7.89831,110.38127,"Confirmed","Domestic","Chicken",2013-06-20,"poultry"
"H5N1 HPAI",-6.935976,106.932043,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2013-06-20,"poultry"
"H5N2 LPAI",23.406666,121.347222,"Confirmed","Domestic","Duck",2013-06-19,"poultry"
"H5N2 LPAI",23.40138889,121.342222,"Confirmed","Domestic","Duck",2013-06-19,"poultry"
"H5N1 HPAI",1.45664,101.48346,"Confirmed","Domestic","Chicken",2013-06-19,"poultry"
"H5N1 HPAI",-5.330085,119.767502,"Confirmed","Domestic","Chicken",2013-06-19,"poultry"
"H5N1 HPAI",3.18962,98.82484,"Confirmed","Domestic","Chicken",2013-06-19,"poultry"
"H5N1 HPAI",29.85,31.333,"Confirmed","Domestic","Duck",2013-06-18,"poultry"
"H5N1 HPAI",-6.217112,106.523661,"Confirmed","Domestic","Chicken",2013-06-18,"poultry"
"H5N1 HPAI",-1.39658,100.75655,"Confirmed","Domestic","Chicken",2013-06-18,"poultry"
"H5N1 HPAI",-5.17025,119.43211,"Confirmed","Domestic","Chicken",2013-06-14,"poultry"
"H5N1 HPAI",-6.298415,106.54389,"Confirmed","Domestic","Chicken",2013-06-13,"poultry"
"H5N1 HPAI",-3.05465,102.13153,"Confirmed","Domestic","Chicken",2013-06-13,"poultry"
"H5N1 HPAI",-6.46509,108.19142,"Confirmed","Domestic","Muscovy Duck:cairina Moschata(Anatidae)",2013-06-13,"poultry"
"H5N1 HPAI",-6.497093,107.734649,"Confirmed","Domestic","Chicken",2013-06-13,"poultry"
"H5N1 HPAI",0.61232,101.46929,"Confirmed","Domestic","Chicken",2013-06-13,"poultry"
"H5N1 HPAI",0.61232,101.46929,"Confirmed","Domestic","Chicken",2013-06-13,"poultry"
"H5N1 HPAI",-0.253021,100.168366,"Confirmed","Domestic","Duck",2013-06-13,"poultry"
"H5N1 HPAI",31.164,29.869,"Confirmed","Domestic","Duck",2013-06-11,"poultry"
"H5N1 HPAI",31.164,29.869,"Confirmed","Domestic","Chicken",2013-06-11,"poultry"
"H5N1 HPAI",31.164,29.869,"Confirmed","Domestic","Unspecified Bird",2013-06-11,"poultry"
"H5N1 HPAI",-2.23975,119.43931,"Confirmed","Domestic","Chicken",2013-06-11,"poultry"
"H5N1 HPAI",30.826,31.648,"Confirmed","Domestic","Chicken",2013-06-10,"poultry"
"H5N1 HPAI",30.35,31.383,"Confirmed","Domestic","Duck",2013-06-09,"poultry"
"H5N1 HPAI",31.208,29.919,"Confirmed","Domestic","Duck",2013-06-09,"poultry"
"H5N1 HPAI",31.208,29.919,"Confirmed","Domestic","Chicken",2013-06-09,"poultry"
"H5N1 HPAI",31.208,29.919,"Confirmed","Domestic","Unspecified Bird",2013-06-09,"poultry"
"H5N1 HPAI",30.439,31.404,"Confirmed","Domestic","Chicken",2013-06-08,"poultry"
"H5N1 HPAI",-5.41515,105.32152,"Confirmed","Domestic","Chicken",2013-06-08,"poultry"
"H5N1 HPAI",27.800378,83.560535,"Confirmed","Domestic","Chicken",2013-06-07,"poultry"
"H5N1 HPAI",-5.17025,119.43211,"Confirmed","Domestic","Chicken",2013-06-07,"poultry"
"H7N7 LPAI",34.89,-94.09,"Confirmed","Domestic","Unspecified Bird",2013-06-06,"poultry"
"H5N1 HPAI",30.174,31.215,"Confirmed","Domestic","Duck",2013-06-04,"poultry"
"H5N1 HPAI",30.333,31.35,"Confirmed","Domestic","Duck",2013-06-04,"poultry"
"H5N1 HPAI",30.333,31.35,"Confirmed","Domestic","Goose",2013-06-04,"poultry"
"H5N1 HPAI",30.333,31.35,"Confirmed","Domestic","Chicken",2013-06-04,"poultry"
"H5N1 HPAI",30.333,31.35,"Confirmed","Domestic","Unspecified Bird",2013-06-04,"poultry"
"H5N1 HPAI",-7.11156,109.00854,"Confirmed","Domestic","Chicken",2013-06-04,"poultry"
"H5N1 HPAI",-3.05465,102.13153,"Confirmed","Domestic","Chicken",2013-06-03,"poultry"
"H5N1 HPAI",27.800378,83.560535,"Confirmed","Domestic","Chicken",2013-06-02,"poultry"
"H5N1 HPAI",-7.22427,110.44009,"Confirmed","Domestic","Chicken",2013-06-02,"poultry"
"H5N1 HPAI",-3.05465,102.13153,"Confirmed","Domestic","Chicken",2013-06-01,"poultry"
"H9N2 LPAI",31.980172,120.894291,"Confirmed","Domestic","Chicken",2013-06-01,"poultry"
"H9N2 LPAI",32.39421,119.41296599,"Confirmed","Domestic","Chicken",2013-06-01,"poultry"
"H9N2 LPAI",32.39421,119.41296599,"Confirmed","Domestic","Chicken",2013-06-01,"poultry"
"H9N2 LPAI",32.39421,119.41296599,"Confirmed","Domestic","Chicken",2013-06-01,"poultry"
"H7 LPAI",56.459881,9.391259,"Confirmed","Wild","Mallard:anas Platyrhynchos(Anatidae)",2013-05-31,"wild_bird"
"H7 LPAI",56.459881,9.391259,"Confirmed","Domestic","Phasianus Colchicus (Common Pheasant) - Phasanidae",2013-05-31,"poultry"
"H7N1 LPAI",52.10644,5.46828,"Confirmed","Domestic","Chicken",2013-05-31,"poultry"
"H7N7 LPAI",-33.51766,22.243,"Confirmed","Domestic","Ostrich",2013-05-31,"poultry"
"H5N1 HPAI",27.317164,85.042418,"Confirmed","Domestic","Chicken",2013-05-28,"poultry"
"H9N2 LPAI",24.143979,90.406929,"Confirmed","Domestic","Chicken",2013-05-25,"poultry"
"H7N7 LPAI",52.675304,7.623589,"Confirmed","Domestic","Unspecified Bird",2013-05-24,"poultry"
"H7N7 LPAI",-33.73722,22.57629,"Confirmed","Domestic","Ostrich",2013-05-21,"poultry"
"H7N7 LPAI",-33.5477,22.22209,"Confirmed","Domestic","Ostrich",2013-05-21,"poultry"
"H7N9 LPAI",23.28,113.8,"Confirmed","Domestic","Chicken",2013-05-20,"poultry"
"H5N1 HPAI",27.654,84.3725,"Confirmed","Domestic","Unspecified Bird",2013-05-20,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-05-20,"poultry"
"H5N1 HPAI",27.6656,84.3721,"Confirmed","Domestic","Unspecified Bird",2013-05-19,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-05-18,"poultry"
"H5N1 HPAI",27.7596,85.3358,"Confirmed","Domestic","Unspecified Bird",2013-05-17,"poultry"
"H5N1 HPAI",27.7596,85.3358,"Confirmed","Domestic","Duck",2013-05-17,"poultry"
"H5N1 HPAI",27.7596,85.3358,"Confirmed","Domestic","Chicken",2013-05-17,"poultry"
"H5N1 HPAI",25.717,32.65,"Confirmed","Domestic","Chicken",2013-05-16,"poultry"
"H7N3 HPAI",18.737441,-97.508252,"Confirmed","Domestic","Unspecified Bird",2013-05-16,"poultry"
"H7N3 HPAI",20.763087,-102.84444,"Confirmed","Domestic","Unspecified Bird",2013-05-16,"poultry"
"H7N7 LPAI",52.79372,8.243218,"Confirmed","Domestic","Turkey",2013-05-15,"poultry"
"H5N2 LPAI",23.543811,119.606821,"Confirmed","Domestic","Chicken",2013-05-15,"poultry"
"H5N1 HPAI",30.538,31.623,"Confirmed","Domestic","Chicken",2013-05-14,"poultry"
"H5N1 HPAI",29.12,94.22,"Confirmed","Domestic","Unspecified Bird",2013-05-13,"poultry"
